age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
25,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,100.79,38494.04,735.98,No,Yes,Yes,Solved,Poor Product Quality,0
59,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,9.0,74.29,4288.28,697.62,Yes,No,No,Not Applicable,Too many ads,1
42,F,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,11.0,43.3,49317.29,624.34,Yes,No,No,Not Applicable,Poor Website,1
57,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8.0,-701.7456118,48285.7,35.18204353,No,Yes,Yes,No Information Available,Poor Website,1
23,M,City,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,11.0,289.68,10339.71,614.31,Yes,No,Yes,Solved in Follow-up,Too many ads,1
46,F,City,No Membership,No,Without Offers,Smartphone,Mobile_Data,18.0,701.24,13260.3,697.62,No,Yes,Yes,Unsolved,Too many ads,1
28,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,11.0,947.3,86168.45,1701.410667,No,Yes,Yes,No Information Available,User Friendly Website,0
64,M,City,Gold Membership,No,Without Offers,Desktop,Wi-Fi,9.0,156.42,36671.2,676.87,No,Yes,Yes,Unsolved,Poor Customer Service,1
21,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18.0,73.6,3938.44,1159.77446,Yes,No,Yes,Solved,Too many ads,0
39,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6.0,685.59,41737.03,197.2050667,Yes,No,Yes,No Information Available,Poor Product Quality,1
48,M,Town,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,9.0,229.36,2054.97,711.54,Yes,No,No,Not Applicable,Poor Product Quality,0
32,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2.0,59.63,34806.9,665.62,Yes,No,No,Not Applicable,Poor Customer Service,1
14,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,61.21,37530.44,718.9,Yes,No,No,Not Applicable,No reason specified,0
56,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15.0,377.31,14337.13,697.62,No,Yes,No,Not Applicable,Poor Website,1
20,F,Village,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,10.0,289.76,3403.61,821.76,Yes,Yes,No,Not Applicable,Quality Customer Care,0
26,F,Town,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,14.0,84.03,20689.56,661.77,Yes,No,Yes,Solved,Poor Website,1
26,M,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,22.0,705.52,15424.85,597.39,Yes,Yes,No,Not Applicable,No reason specified,1
10,M,Town,Platinum Membership,No,Without Offers,Smartphone,Fiber_Optic,21.0,165.12,79783.08,697.62,Yes,No,Yes,No Information Available,Reasonable Price,0
43,M,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,16.0,881.0280175,43574.14,190.1344212,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
29,M,City,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,14.0,1129.45,44793.47,752.58,No,Yes,Yes,Unsolved,Poor Customer Service,0
50,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16.0,35.78,1751.87,783.89,Yes,No,Yes,Solved in Follow-up,Too many ads,0
64,M,Village,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,22.0,32.57,2835.7,799.12,Yes,No,Yes,Solved,Poor Website,0
30,F,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,284.66,18058.04,776.59,No,Yes,No,Not Applicable,Poor Product Quality,0
51,F,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,204.72,95113.31,697.62,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
37,M,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,17.0,30.79,19801.79,771.61,No,Yes,No,Not Applicable,Poor Website,0
51,F,City,Silver Membership,Yes,Without Offers,Desktop,Mobile_Data,26.0,38.26,33965.15,697.62,Yes,No,Yes,Solved,Too many ads,1
50,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,427.8,16587.81,697.62,Yes,No,No,Not Applicable,Too many ads,1
44,F,City,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,17.0,50.97,32028.49,759.84,Yes,No,No,Not Applicable,Poor Product Quality,0
20,F,Village,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4.0,146.68,89686.76,697.62,No,Yes,No,Not Applicable,Products always in Stock,0
59,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15.0,1541.68,31106.66,697.62,Yes,Yes,No,Not Applicable,Products always in Stock,0
54,F,Town,Platinum Membership,No,Without Offers,Both,Wi-Fi,6.0,477.28,16030.0,799.83,Yes,No,Yes,Solved,Poor Product Quality,0
36,F,Village,No Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20.0,183.57,19883.47,622.81,No,Yes,No,Not Applicable,No reason specified,0
12,F,Town,Silver Membership,No,Without Offers,Desktop,Mobile_Data,16.0,406.48,27305.17,697.62,Yes,Yes,No,Not Applicable,Poor Product Quality,1
25,M,Town,Basic Membership,No,Without Offers,Desktop,Mobile_Data,4.0,217.59,44965.7,632.01,Yes,Yes,No,Not Applicable,Poor Customer Service,1
24,F,City,Gold Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,9.0,234.63,6036.07,793.55,Yes,Yes,Yes,Unsolved,Poor Customer Service,0
15,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,1129.887013,59493.96,1368.792839,No,Yes,No,Not Applicable,Products always in Stock,0
17,F,City,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,20.0,112.44,35215.11,500.17,Yes,No,Yes,Solved in Follow-up,Too many ads,1
28,M,City,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,5.0,609.91,33108.92,697.62,No,Yes,No,Not Applicable,Poor Customer Service,1
22,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,120.03,9652.6,697.62,No,Yes,No,Not Applicable,Poor Customer Service,0
29,M,Town,No Membership,Yes,Without Offers,Both,Wi-Fi,4.0,1269.18,3553.61,697.62,Yes,No,Yes,Solved,Too many ads,1
34,M,Town,No Membership,No,Without Offers,Smartphone,Fiber_Optic,13.0,314.85,42009.13,672.43,Yes,No,Yes,Unsolved,No reason specified,1
59,M,City,Silver Membership,Yes,Without Offers,Both,Mobile_Data,7.0,456.82,7242.8,659.25,Yes,Yes,No,Not Applicable,Too many ads,1
27,M,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,30.21,49931.81,631.59,Yes,No,No,Not Applicable,Poor Customer Service,1
61,M,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16.0,30.97,29978.82,716.71,Yes,No,No,Not Applicable,No reason specified,1
36,M,Village,Silver Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,12.0,823.06,44090.74,719.47,Yes,No,No,Not Applicable,Poor Website,0
53,F,Town,Basic Membership,No,Without Offers,Desktop,Mobile_Data,6.0,360.21,34152.9,518.36,Yes,No,No,Not Applicable,Poor Website,1
43,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,13.0,443.56,69209.08,739.75,No,Yes,No,Not Applicable,Quality Customer Care,0
64,M,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,10.0,103.33,45550.7,786.7468574,No,Yes,No,Not Applicable,Too many ads,0
15,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12.0,120.47,48867.32,1089.435749,Yes,No,No,Not Applicable,No reason specified,1
42,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,33.9,9658.5,182.4878527,Yes,No,Yes,Solved,Poor Product Quality,1
20,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,778.67,26534.33,664.91,Yes,Yes,Yes,Solved,No reason specified,1
57,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12.0,-647.4623031,41258.91,624.4,No,Yes,No,Not Applicable,Too many ads,1
20,M,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,21.0,416.75,6024.92,686.19,Yes,No,Yes,Unsolved,No reason specified,1
24,F,Village,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,21.0,108.72,23854.87,107.3331414,Yes,No,Yes,No Information Available,No reason specified,1
26,M,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,,507.49,16979.98,592.48,Yes,No,No,Not Applicable,Too many ads,1
24,M,Village,Basic Membership,No,Without Offers,Desktop,Wi-Fi,3.0,58.38,37322.91,648.94,No,Yes,Yes,Solved,Poor Customer Service,1
12,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,31.87,5089.8,755.26,Yes,No,No,Not Applicable,No reason specified,0
27,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10.0,1147.449116,46422.66,599.73,No,Yes,Yes,Solved,No reason specified,1
63,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,4.0,257.56,34241.85,697.62,Yes,No,No,Not Applicable,Too many ads,1
50,F,Village,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,3.0,1382.46,80090.34,753.49,Yes,Yes,No,Not Applicable,Products always in Stock,0
62,M,Village,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,-854.216488,16550.38,647.8,No,Yes,No,Not Applicable,No reason specified,1
59,M,Town,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,12.0,213.33,25088.31,634.72,Yes,No,Yes,Solved,Poor Customer Service,1
47,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,138.85,31470.32,645.57,No,Yes,No,Not Applicable,No reason specified,1
55,F,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,3.0,959.19,54157.07,805.99,Yes,Yes,Yes,Solved,Quality Customer Care,0
35,F,Town,No Membership,No,Without Offers,Smartphone,Fiber_Optic,14.0,-674.2070649,46830.93,578.96,No,Yes,No,Not Applicable,Poor Product Quality,1
59,F,City,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,8.0,498.0,33832.41,697.62,Yes,No,Yes,Solved,No reason specified,0
51,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,30.0,73125.88,-129.1722712,Yes,No,Yes,Solved,User Friendly Website,0
39,M,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,31.66,4141.36,541.14,Yes,No,No,Not Applicable,Poor Website,1
41,F,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,4.0,632.24,17695.07,697.62,Yes,No,Yes,Unsolved,Poor Website,1
56,M,City,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,20.0,77.21,19951.35,790.26,Yes,No,Yes,Solved,Too many ads,0
20,F,City,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,13.0,299.03,35908.91,600.85,Yes,No,No,Not Applicable,Poor Customer Service,1
38,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,89.07,8774.79,283.8475777,No,Yes,Yes,Unsolved,Poor Website,1
28,M,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,829.5579153,25588.34,874.1621947,No,Yes,Yes,Unsolved,No reason specified,1
26,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11.0,180.33,3091.55,727.46,No,Yes,No,Not Applicable,Too many ads,0
39,M,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,20.0,309.49,18122.11,590.84,No,Yes,Yes,Unsolved,No reason specified,0
27,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,443.55,35843.49,750.37,No,Yes,Yes,No Information Available,Quality Customer Care,0
27,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14.0,58.5,32722.8,634.09,No,Yes,Yes,No Information Available,Poor Website,1
16,F,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,32.04,44021.13,745.15,Yes,No,Yes,No Information Available,Poor Website,0
36,F,Town,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,18.0,353.52,36839.03,514.98,Yes,Yes,Yes,No Information Available,Poor Customer Service,1
32,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,16.0,609.57,48943.21,697.62,Yes,No,No,Not Applicable,Too many ads,1
23,M,Village,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,16.0,51.79,38357.31,637.8,Yes,No,Yes,Unsolved,Poor Customer Service,1
24,F,Village,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,102.58,1459.9,989.5822793,Yes,No,Yes,Solved,Poor Website,1
22,F,Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18.0,309.56,97232.64,763.64,No,Yes,No,Not Applicable,Products always in Stock,0
19,F,City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,21.0,394.4,2287.24,393.5553566,No,Yes,No,Not Applicable,User Friendly Website,0
57,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,227.58,19906.69,707.59,Yes,No,Yes,Solved in Follow-up,Poor Website,0
40,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6.0,69.41,76773.34,300.550175,Yes,No,No,Not Applicable,Reasonable Price,0
27,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,14.0,100.8,43149.42,138.6509552,No,Yes,No,Not Applicable,Poor Website,1
55,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,30.8,10716.57,236.8855234,Yes,No,No,Not Applicable,Poor Website,1
56,F,Village,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,3.0,132.35,19223.21,253.4742479,Yes,No,No,Not Applicable,Poor Product Quality,1
40,M,Town,Silver Membership,Yes,Without Offers,Desktop,Mobile_Data,5.0,186.72,9185.14,790.6541713,No,Yes,Yes,No Information Available,Poor Customer Service,0
28,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,24.0,277.72,30985.1,690.86,No,Yes,No,Not Applicable,Poor Product Quality,1
29,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,925.89,20407.74,441.4191115,Yes,Yes,Yes,Unsolved,Too many ads,0
11,M,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,6.0,107.68,19686.65,792.13,Yes,No,Yes,No Information Available,No reason specified,0
28,F,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,16.0,200.06,24250.24,674.58,No,Yes,Yes,No Information Available,Too many ads,1
23,F,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,-857.1486676,30908.33,785.58,No,Yes,Yes,Unsolved,User Friendly Website,0
63,F,Town,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,1.0,86.39,11143.32,772.39,Yes,No,No,Not Applicable,Poor Customer Service,0
26,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,45.55,19357.34,772.12,Yes,No,Yes,No Information Available,Poor Customer Service,0
42,F,Town,Basic Membership,No,Without Offers,Smartphone,Fiber_Optic,11.0,196.39,44531.33,662.39,Yes,No,No,Not Applicable,Poor Product Quality,1
63,M,City,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,,32.96,35464.4,714.78,Yes,No,No,Not Applicable,No reason specified,0
14,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,53.67,26097.64,627.02,Yes,No,Yes,Solved in Follow-up,Poor Website,1
12,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,,827.16,86917.45,697.62,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
31,M,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,,32.43,33311.34,633.08,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
12,M,Town,Premium Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,,581.83,23252.24,-62.62330635,No,Yes,No,Not Applicable,Products always in Stock,0
22,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,49.11,14274.28,697.62,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
44,M,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,20.0,32.76,29614.07,516.76,Yes,No,Yes,No Information Available,Poor Customer Service,1
26,F,Village,Silver Membership,No,Without Offers,Desktop,Mobile_Data,17.0,-705.1896259,33680.03,625.72,No,Yes,Yes,Unsolved,Poor Product Quality,1
34,M,Village,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9.0,128.01,29430.24,697.62,No,Yes,Yes,Unsolved,Poor Website,0
58,F,Village,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,79.83,63371.27,713.77,Yes,No,Yes,Unsolved,Quality Customer Care,0
38,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10.0,244.71,30611.08,697.62,Yes,No,No,Not Applicable,Poor Product Quality,1
37,M,City,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,11.0,317.16,4219.99,697.62,Yes,Yes,Yes,No Information Available,Poor Customer Service,0
52,M,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,,259.78,49601.33,678.9,Yes,No,Yes,Unsolved,Poor Website,1
40,M,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,299.25,22280.48,786.96,No,Yes,No,Not Applicable,Quality Customer Care,0
42,M,City,Basic Membership,No,Without Offers,Both,Fiber_Optic,14.0,372.1,14712.51,605.31,Yes,No,Yes,No Information Available,Poor Website,1
49,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,155.28,36136.48,697.62,Yes,No,No,Not Applicable,Poor Website,0
16,F,Town,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,24.0,199.62,45147.94,366.3411796,No,Yes,Yes,Solved,No reason specified,1
19,F,Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,1259.818036,27846.99,769.34,No,Yes,Yes,Solved,Too many ads,0
48,F,City,Platinum Membership,No,Without Offers,Both,Wi-Fi,12.0,310.82,21817.52,697.62,No,Yes,No,Not Applicable,User Friendly Website,0
11,M,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,13.0,233.81,28250.19,795.61,Yes,No,No,Not Applicable,Poor Website,0
25,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15.0,129.26,3049.58,760.0,No,Yes,Yes,Solved,Poor Website,0
48,F,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,,212.22,14518.1,717.46,Yes,No,No,Not Applicable,Poor Customer Service,1
12,F,City,Silver Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,21.0,437.3,39155.25,243.5077289,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
42,F,City,No Membership,Yes,Without Offers,Desktop,Mobile_Data,3.0,158.53,17310.19,686.58,No,Yes,Yes,Solved,Poor Customer Service,1
35,M,Town,Silver Membership,No,Without Offers,Desktop,Mobile_Data,3.0,38.59,8448.03,624.77,Yes,No,Yes,No Information Available,Too many ads,1
46,F,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,20.0,93.26,23201.34,592.92,Yes,No,Yes,No Information Available,No reason specified,1
36,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,-379.9113225,40192.34,792.19,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
51,M,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,22.0,220.66,44176.08,730.98,Yes,No,No,Not Applicable,Poor Website,0
42,M,City,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,19.0,156.51,6118.94,530.73,No,Yes,No,Not Applicable,Poor Product Quality,1
62,F,Town,Premium Membership,Yes,Without Offers,Smartphone,Wi-Fi,12.0,752.23,19455.37,697.62,Yes,No,No,Not Applicable,No reason specified,0
63,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,3.0,1306.96089,6637.69,639.15,No,Yes,Yes,No Information Available,Poor Website,1
35,M,City,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,14.0,266.18,47916.99,712.47,Yes,No,No,Not Applicable,No reason specified,0
18,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13.0,-606.523814,36510.11,771.77,Yes,Yes,Yes,No Information Available,Products always in Stock,0
11,F,City,Gold Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,20.0,417.33,45935.14,779.12,Yes,No,Yes,Unsolved,Poor Customer Service,0
10,F,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,20.0,91.82,39026.66,697.62,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
46,F,Town,Premium Membership,No,Without Offers,Smartphone,Wi-Fi,19.0,32.4,47251.31,697.62,Yes,No,Yes,Unsolved,Too many ads,0
41,F,City,Silver Membership,No,Without Offers,Desktop,Fiber_Optic,13.0,101.99,31555.26,1012.180685,Yes,No,No,Not Applicable,Poor Website,1
31,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14.0,42.48,15206.65,697.62,No,Yes,No,Not Applicable,Too many ads,0
19,F,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23.0,146.83,9190.68,617.28,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
39,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,-962.6881222,42433.87,-178.3005526,No,Yes,Yes,Solved in Follow-up,No reason specified,1
55,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,7.0,752.71,33479.52,677.29,No,Yes,Yes,Unsolved,Poor Customer Service,1
15,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,14.0,480.48,15366.11,835.0225345,Yes,Yes,Yes,Solved in Follow-up,Poor Website,1
27,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22.0,-872.6105237,13085.23,711.14,No,Yes,Yes,Solved,Too many ads,0
55,M,Village,Premium Membership,No,Without Offers,Desktop,Mobile_Data,18.0,57.09,47619.65,785.51,Yes,No,No,Not Applicable,Poor Website,0
21,M,City,Silver Membership,Yes,Without Offers,Desktop,Fiber_Optic,,265.66,2802.36,632.89,Yes,No,No,Not Applicable,Poor Product Quality,1
51,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,196.91,34887.92,718.01,Yes,No,No,Not Applicable,Poor Website,1
